Gene	Grantham_Distance	Stop_Codon_Alt	Missense_Count	Homolog	Homolog_Description	Homolog_Symbol	Haploblock
Ha412HOChr05g0231781	206	0	2	AT1G75170	Sec14p-like phosphatidylinositol transfer family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0231791	310	0	3	NA	NA	NA	ANN_05_01
Ha412HOChr05g0231801	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0231811	98	0	1	AT1G19430	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0231841	0	0	0	AT1G43890	ras-related small GTPase	RAB GTPASE HOMOLOG B18 (RAB18)	ANN_05_01
Ha412HOChr05g0231851	0	0	0	AT5G54590	Splice variant At5g54590.2 encodes CRLK1 (440-amino acid in length) calcium/calmodulin-regulated receptor-like kinase crucial for cold tolerance. CRLK1 is Primarily localized in the plasma membrane.	CALCIUM/CALMODULIN-REGULATED RECEPTOR-LIKE KINASE 1 (CRLK1)	ANN_05_01
Ha412HOChr05g0231861	0	0	0	AT4G32640	Sec23/Sec24 protein transport family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0231871	50	0	2	AT1G75210	HAD-superfamily hydrolase, subfamily IG, 5-nucleotidase;(source:Araport11)		ANN_05_01
Ha412HOChr05g0231881	10	0	1	AT1G75220	Encodes a vacuolar glucose exporter that is induced in response to factors that activate vacuolar glucose pools like darkness, heat stress and wounding and repressed during conditions that trigger glucose accumulation in the vacuole like cold stress and external sugar supply.	ERD6-LIKE 6 (ERDL6)	ANN_05_01
Ha412HOChr05g0231891	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0231911	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0231921	0	0	0	AT2G02540	Zinc finger homeobox protein. Expressed in vascular tissue.  In a yeast one hybrid system was not able to transactivate a reporter gene.	HOMEOBOX PROTEIN 21 (HB21)	ANN_05_01
Ha412HOChr05g0231941	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0231951	0	0	0	AT1G19530	DNA polymerase epsilon catalytic subunit A;(source:Araport11)		ANN_05_01
Ha412HOChr05g0231961	27	0	1	AT1G19600	pfkB-like carbohydrate kinase family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232001	353	0	4	AT1G75310	auxin-like 1 protein;(source:Araport11)	AUXILIN-LIKE 1 (AUL1)	ANN_05_01
Ha412HOChr05g0232011	0	0	0	AT4G27420	ABC-2 type transporter family protein;(source:Araport11)	ATP-BINDING CASSETTE G9 (ABCG9)	ANN_05_01
Ha412HOChr05g0232021	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232031	0	0	0	AT1G27680	ADP-glucose pyrophosphorylase catalyzes the first, rate limiting step in starch biosynthesis. The large subunit plays a regulatory role whereas the small subunit (ApS) is the catalytic isoform. Four isoforms of the large subunit (ApL1-4) have been described.Mutational analysis of APS1 suggests that APL1 and APL2 can compensate for loss of APS1 catalytic activity,suggesting both have catalytic as well as regulatory functions. The mRNA is cell-to-cell mobile.	ADPGLC-PPASE LARGE SUBUNIT (APL2)	ANN_05_01
Ha412HOChr05g0232071	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232101	45	0	2	AT5G66440	tRNA-methyltransferase non-catalytic subunit trm6MTase subunit;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232111	99	0	1	AT2G30620	winged-helix DNA-binding transcription factor family protein;(source:Araport11)	HISTONE 1.2 (H1.2)	ANN_05_01
Ha412HOChr05g0232121	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232141	22	0	1	AT3G50930	Encodes a protein that is present in a homo-multimeric protein complex on the outer mitochondrial membrane and plays a role in cell death and amplifying salicylic acid signalling. The mRNA is cell-to-cell mobile.	CYTOCHROME BC1 SYNTHESIS (BCS1)	ANN_05_01
Ha412HOChr05g0232161	0	0	0	AT1G60730	NAD(P)-linked oxidoreductase superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232171	103	0	2	AT1G60730	NAD(P)-linked oxidoreductase superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232181	853	0	10	AT2G24645	Transcriptional factor B3 family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232191	0	0	0	AT5G42810	Encodes an inositol tetra-/pentaphosphate 2-kinase, involved in the biosynthesis of phytic acid, a regulator of intracellular signaling, a highly abundant animal antinutrient, and a phosphate and mineral storage compound in plant seeds. Is also required for growth and modulates phosphate homeostasis at the transcriptional level.	INOSITOL-PENTAKISPHOSPHATE 2-KINASE 1 (IPK1)	ANN_05_01
Ha412HOChr05g0232201	29	0	1	AT1G19660	Wound-responsive family protein;(source:Araport11)	BIFUNCTIONAL NUCLEASE IN BASAL DEFENSE RESPONSE 2 (BBD2)	ANN_05_01
Ha412HOChr05g0232221	305	0	4	AT1G27660	basic helix-loop-helix (bHLH) DNA-binding superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232231	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232251	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232261	121	0	2	AT4G19600	Encodes a cyclin T partner CYCT1;4.  Plays important roles in infection with Cauliflower mosaic virus (CaMV). The mRNA is cell-to-cell mobile.	(CYCT1;4)	ANN_05_01
Ha412HOChr05g0232271	96	0	2	AT1G27620	HXXXD-type acyl-transferase family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232301	99	0	1	AT5G18390	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232311	112	0	1	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232321	0	0	0	AT1G10210	Encodes ATMPK1. Kinase is activated by wounding.	MITOGEN-ACTIVATED PROTEIN KINASE 1 (MPK1)	ANN_05_01
Ha412HOChr05g0232331	0	0	0	AT1G44970	Encodes a class III peroxidase that is genetically redundant with PRX40, expressed in the tapetum, and essential for proper anther and pollen development. Peroxidase required for casparian strip lignification as well as partially required for SGN-dependent compensatory lignification.	PEROXIDASE9 (PRX9)	ANN_05_01
Ha412HOChr05g0232341	189	0	2	AT5G57960	GTP-binding protein, HflX;(source:Araport11)	(HFLX)	ANN_05_01
Ha412HOChr05g0232351	0	0	0	AT1G75430	BEL1-like homeodomain 11;(source:Araport11)	BEL1-LIKE HOMEODOMAIN 11 (BLH11)	ANN_05_01
Ha412HOChr05g0232361	182	0	3	AT1G75450	This gene used to be called AtCKX6. It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins.	CYTOKININ OXIDASE 5 (CKX5)	ANN_05_01
Ha412HOChr05g0232371	0	0	0	AT4G33470	Encodes HDA14, a member of the histone deacetylase family proteins that can deacetylate a-tubulin, associates with a/b-tubulin and is retained on GTP/taxol-stabilized microtubules, at least in part, by direct association with the PP2A-A2 subunit.  The association of a histone deacetylase with PP2A suggests a direct link between protein phosphorylation and acetylation. Class II RPD3-like family HDAC member which controls negative responses to salinity stress.	HISTONE DEACETYLASE 14 (hda14)	ANN_05_01
Ha412HOChr05g0232381	0	0	0	AT4G33470	Encodes HDA14, a member of the histone deacetylase family proteins that can deacetylate a-tubulin, associates with a/b-tubulin and is retained on GTP/taxol-stabilized microtubules, at least in part, by direct association with the PP2A-A2 subunit.  The association of a histone deacetylase with PP2A suggests a direct link between protein phosphorylation and acetylation. Class II RPD3-like family HDAC member which controls negative responses to salinity stress.	HISTONE DEACETYLASE 14 (hda14)	ANN_05_01
Ha412HOChr05g0232391	0	0	0	AT3G29060	EXS (ERD1/XPR1/SYG1) family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232411	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232431	167	0	3	AT1G09850	Arabidopsis thaliana papain-like cysteine peptidase	XYLEM BARK CYSTEINE PEPTIDASE 3 (XBCP3)	ANN_05_01
Ha412HOChr05g0232451	0	0	0	AT1G75460	ATP-dependent protease La (LON) domain protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232461	99	0	1	AT1G06060	LisH and RanBPM domains containing protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232471	249	0	3	AT5G18570	Encodes AtObgC, a plant ortholog of bacterial Obg.  AtObgC is a chloroplast-targeting GTPase essential for early embryogenesis. Mutations in this locus result in embryo lethality. The protein is  dually localized in the stroma and the inner envelope membrane and is involved in thylakoid membrane biogenesis and functions primarily in plastid ribosome biogenesis during chloroplast development.	EMBRYO DEFECTIVE 269 (EMB269)	ANN_05_01
Ha412HOChr05g0232491	0	0	0	AT1G75490	NA	NA	ANN_05_01
Ha412HOChr05g0232501	0	0	0	AT1G75490	NA	NA	ANN_05_01
Ha412HOChr05g0232511	0	0	0	AT1G75490	NA	NA	ANN_05_01
Ha412HOChr05g0232521	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232531	58	0	1	AT1G75500	An Arabidopsis thaliana homolog of Medicago truncatula NODULIN21 (MtN21). The gene encodes a plant-specific, predicted integral membrane protein and is a member of the Plant-Drug/Metabolite Exporter (P-DME) family (Transporter Classification number: TC 2.A.7.3) and the nodulin MtN21-like transporter family.	WALLS ARE THIN 1 (WAT1)	ANN_05_01
Ha412HOChr05g0232541	0	0	0	AT2G19170	Encodes a novel subtilisin-like serine protease.	SUBTILISIN-LIKE SERINE PROTEASE 3 (SLP3)	ANN_05_01
Ha412HOChr05g0232551	145	0	1	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232601	99	0	1	AT4G39090	Similar to cysteine proteinases, induced by desiccation but not abscisic acid.  Required for RRS1-R mediated resistance against Ralstonia solanacearum.  Interacts with the R. solanacearum type III effector PopP2.  RD19 associates with PopP2 to form a nuclear complex that is required for activation of the RRS1-R?mediated resistance response.	RESPONSIVE TO DEHYDRATION 19 (RD19)	ANN_05_01
Ha412HOChr05g0232611	0	0	0	AT1G75520	A member of SHI gene family. Arabidopsis thaliana has ten members that encode proteins with a RING finger-like zinc finger motif. Despite being highly divergent in sequence, many of the SHI-related genes are partially redundant in function and synergistically promote gynoecium, stamen and leaf development in Arabidopsis.SRS5 is a positive regulator of photomorphogenesis.	SHI-RELATED SEQUENCE 5 (SRS5)	ANN_05_01
Ha412HOChr05g0232631	208	0	2	AT2G02500	Encodes a protein with 4-Diphosphocytidyl-2C-methyl-D-erythritol synthase activity. The enzyme has an absolute requirement for divalent cations (Mg2+ reaches the highest catalytic activity).	(ISPD)	ANN_05_01
Ha412HOChr05g0232641	109	1	2	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232701	64	0	1	AT3G54070	LOW protein: ankyrin repeat protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0232731	22	0	1	AT3G54340	Floral homeotic gene encoding a MADS domain protein homologous to SRF transcription factors. Specifies petal and stamen identities. Associates with PISTILLATA.	APETALA 3 (AP3)	ANN_05_01
Ha412HOChr05g0232741	188	0	5	AT3G54350	Forkhead-associated (FHA) domain-containing protein;(source:Araport11)	EMBRYO DEFECTIVE 1967 (emb1967)	ANN_05_01
Ha412HOChr05g0232751	98	0	1	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232781	406	0	4	AT1G75540	Encodes a B-box zinc finger transcription factor BBX21 (also named STH2/salt tolerance homolog2 and LHUS/long hypocotyl under shade).  Interacts with COP1 to control de-etiolation.  Also genetically interacts with COP1 to regulate shade avoidance. The mRNA is cell-to-cell mobile.	B-BOX DOMAIN PROTEIN 21 (BBX21)	ANN_05_01
Ha412HOChr05g0232801	24	0	1	AT5G08280	Encodes a protein with porphobilinogen deaminase activity. This protein is targeted to the chloroplast. Mutants spontaneously develop chlorotic leaf lesions in the absence of pathogen attack, resembling the phenotype of lesion-mimic mutants. It has been shown to interact with the PPR protein AtECB2 for chloroplast RNA editing.	HYDROXYMETHYLBILANE SYNTHASE (HEMC)	ANN_05_01
Ha412HOChr05g0232821	0	0	0	AT4G24160	Encodes a soluble lysophosphatidic acid acyltransferase with additional triacylglycerol lipase and phosphatidylcholine hydrolyzing enzymatic activities. Plays a pivotal role in maintaining the lipid homeostasis by regulating both phospholipid and neutral lipid levels.		ANN_05_01
Ha412HOChr05g0232861	101	0	1	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232871	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0232881	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0232891	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232901	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232911	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0232921	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0232931	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232961	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0232971	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0232981	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0232991	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0233001	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0233011	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0233041	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0233051	0	0	0	AT5G10980	Histone superfamily protein;(source:Araport11)	HISTONE 3.3 (H3.3)	ANN_05_01
Ha412HOChr05g0233091	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0233101	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0233111	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0233131	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0233181	0	0	0	AT2G37690	phosphoribosylaminoimidazole carboxylase, putative / AIR carboxylase;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233191	0	0	0	AT3G62870	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233201	165	0	2	AT1G73920	alpha/beta-Hydrolases superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233211	0	0	0	AT3G18510	ATP-dependent helicase/nuclease subunit;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233221	26	0	1	AT5G38690	Zinc-finger domain of monoamine-oxidase A repressor R1 protein;(source:Araport11)	DDT-RELATED PROTEIN1 (DDR1)	ANN_05_01
Ha412HOChr05g0233231	45	0	1	AT1G73950	Transmembrane Fragile-X-F-associated protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233241	310	0	4	AT3G18524	Encodes a DNA mismatch repair homolog of human MutS gene, MSH6. MSH2 is involved in maintaining genome stability and repressing recombination of mismatched heteroduplexes.There are four MutS genes in Arabidopsis, MSH2, MSH3, MSH6, and MSH7, which all act as heterodimers and bind to 51-mer duplexes. MSH2 has different binding specificity to different mismatches in combination with MSH3, MSH6, or MSH7.	MUTS HOMOLOG 2 (MSH2)	ANN_05_01
Ha412HOChr05g0233251	0	0	0	AT4G12560	Encodes CPR1 (Constitutive Expresser of PR Genes 1, also known as CPR30), a F-Box protein that functions as a negative regulator of defense response and targets resistance proteins.	CONSTITUTIVE EXPRESSER OF PR GENES 1 (CPR1)	ANN_05_01
Ha412HOChr05g0233281	501	0	7	AT3G18550	Encodes a TCP transcription factor, closely related to teosinte branched1, arrests axillary bud development and prevents axillary bud outgrowth. Role in flowering control.	BRANCHED 1 (BRC1)	ANN_05_01
Ha412HOChr05g0233291	277	0	4	AT1G73960	TBP-associated factor 2;(source:Araport11)	TBP-ASSOCIATED FACTOR 2 (TAF2)	ANN_05_01
Ha412HOChr05g0233301	0	0	0	AT1G49000	transmembrane protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233311	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0233331	238	0	4	AT3G18570	Oleosin family protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233351	0	0	0	AT2G18510	Essential gene (embryo lethal) that is similar to component of splicosome. Regulates embryonic pattern formation through Pol II-Mediated transcription of WOX2 an PIN7 (DOI:10.1016/j.isci.2019.09.004). JANUS positively regulates PLT1 expression in the root meristem by recruiting RNA polymerase II (Pol II) to PLT1 and by interacting with PLT1. Nuclear accumulation of JANUS in root meristem depends on IMB4.  (DOI:10.1105/tpc.20.00108 )	EMBRYO DEFECTIVE 2444 (emb2444)	ANN_05_01
Ha412HOChr05g0233361	222	0	2	AT5G02620	Encodes a member of the ankyrin repeat protein.  Localized in the endoplasmic reticulum.	ANKYRIN-LIKE1 (ANK1)	ANN_05_01
Ha412HOChr05g0233371	60	0	1	AT5G38640	NagB/RpiA/CoA transferase-like superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233381	10	0	1	AT1G18560	BED zinc finger and hAT dimerization domain-containing protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233391	207	0	4	AT5G23080	Interacts with TATA-box binding protein 2. Contains domains with strong similarity to G-patch and  SWAP domains, characteristic of RNA binding and processing proteins. Colocalizes with the splicing regulator SRp34 to subnuclear particles. It is an important component of miRNA and siRNA biogenesis. Mutants display developmental defects, including reduced plant height, polycotyly, and reduced vascularization. Strong genetic interaction between TGH and AMP1.	TOUGH (TGH)	ANN_05_01
Ha412HOChr05g0233401	112	0	1	AT5G23040	Encodes a protein that enables protochlorophillide's binding to pPORA's transit sequence, regulating pPORA's translocation into the plastid stroma, and blocking movement of the translocating polypeptide chain back into the cytosol. Causes Bax mediated lethality in yeast by generating reactive oxygen species and this effect is suppressed by AtBI-1.	CELL GROWTH DEFECT FACTOR 1 (CDF1)	ANN_05_01
Ha412HOChr05g0233421	24	0	1	NA	NA	NA	ANN_05_01
Ha412HOChr05g0233431	58	0	1	AT1G74030	Encodes the plastid-localized phosphoenolpyruvate enolase. Mutant plants have abnormal trichomes.	ENOLASE 1 (ENO1)	ANN_05_01
Ha412HOChr05g0233441	46	0	1	AT1G18490	2-aminoethanethiol dioxygenase, putative (DUF1637);(source:Araport11)	PLANT CYSTEINE OXIDASE 3 (PCO3)	ANN_05_01
Ha412HOChr05g0233491	230	0	4	AT3G02380	homologous to the flowering-time gene CONSTANS (CO) encoding zinc-finger proteins	CONSTANS-LIKE 2 (COL2)	ANN_05_01
Ha412HOChr05g0233501	99	0	1	AT1G73990	Encodes a putative protease SppA (SppA).	SIGNAL PEPTIDE PEPTIDASE (SPPA)	ANN_05_01
Ha412HOChr05g0233531	547	0	10	AT3G50180	transmembrane protein, putative (DUF247);(source:Araport11)		ANN_05_01
Ha412HOChr05g0233541	361	0	4	AT1G18485	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233561	177	0	3	AT1G73990	Encodes a putative protease SppA (SppA).	SIGNAL PEPTIDE PEPTIDASE (SPPA)	ANN_05_01
Ha412HOChr05g0233581	0	0	0	AT1G73990	Encodes a putative protease SppA (SppA).	SIGNAL PEPTIDE PEPTIDASE (SPPA)	ANN_05_01
Ha412HOChr05g0233621	0	0	0	AT1G73990	Encodes a putative protease SppA (SppA).	SIGNAL PEPTIDE PEPTIDASE (SPPA)	ANN_05_01
Ha412HOChr05g0233631	446	0	7	AT1G73880	UDP-glucosyl transferase 89B1;(source:Araport11)	UDP-GLUCOSYL TRANSFERASE 89B1 (UGT89B1)	ANN_05_01
Ha412HOChr05g0233641	0	0	0	AT1G07080	Thioredoxin superfamily protein;(source:Araport11)		ANN_05_01
Ha412HOChr05g0233651	0	0	0	NA	NA	NA	ANN_05_01
Ha412HOChr05g0233661	289	0	7	AT1G32640	Encodes a MYC-related transcriptional activator with a typical DNA binding domain of a basic helix-loop-helix leucine zipper motif. Binds to an extended G-Box promoter motif and interacts with Jasmonate ZIM-domain proteins. MYC2 interacts with EIN3 and EIL1 to repress hook curvature and resistance to Botrytis cinera.Its transcription is induced by dehydration stress, ABA treatment and blue light via CRY1. Negative regulator of blue light-mediated photomorphogenic growth and blue and far-red-light-regulated gene expression. Positive regulator of lateral root formation. Regulates diverse JA-dependent functions. Negatively regulates Trp metabolism and biosynthesis of Trp-derived secondary metabolites. Positively regulates flavonoid biosynthesis, resistance to insects, and response to oxidative stress. Regulates other transcription factors, and negatively regulates its own expression. For example it binds to and regulates the expression of NST1. Its stability is modulated by PUB10 through polyubiquitination.	(MYC2)	ANN_05_01
